Year,Age,Ht,Wt,BMI,G,GS,Cmp,Att,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds.1,Sk%,Y/A,AY/A,ANY/A,Y/G,W,L,T,4QC,GWD,Att.1,Yds.2,Y/A.1,TD.1,Y/G.1,2PM,Pts,PB,AP1
2008,28,74,230.0,29.5,13.0,13.0,276,450,61.33,3448,26,14,1,5.8,3.11,91.4,20,123,4.3,7.66,7.42,6.84,265.2,8.0,5.0,0.0,2.0,2.0,28,41,1.46,0,3.2,0.0,0,0,0
1989,25,74,197.0,25.3,16.0,16.0,353,599,58.93,4318,27,20,2,4.5,3.34,82.3,47,268,7.3,7.21,6.61,5.71,269.9,10.0,6.0,0.0,5.0,7.0,75,358,4.77,5,22.4,0.0,30,1,0
1986,28,76,205.0,25.0,5.0,5.0,85,144,59.03,1154,6,6,1,4.2,4.17,81.2,18,144,11.1,8.01,6.97,5.31,230.8,3.0,2.0,0.0,1.0,2.0,10,20,2.0,1,4.0,0.0,6,0,0
2013,31,76,228.0,27.8,3.0,1.0,33,51,64.71,398,2,2,0,3.9,3.92,85.3,0,0,0.0,7.8,6.82,6.82,132.7,0.0,1.0,0.0,0.0,0.0,1,8,8.0,0,2.7,0.0,0,0,0
1994,25,74,209.0,26.8,15.0,15.0,225,399,56.39,2919,16,10,2,4.0,2.51,82.5,22,129,5.2,7.32,6.99,6.32,194.6,6.0,8.0,0.0,2.0,2.0,26,68,2.62,1,4.5,0.0,6,0,0
2016,37,72,209.0,28.3,16.0,16.0,471,673,69.99,5208,37,15,2,5.5,2.23,101.7,27,184,3.9,7.74,7.84,7.27,325.5,7.0,9.0,0.0,2.0,4.0,23,20,0.87,2,1.3,0.0,12,1,0
2008,25,74,225.0,28.9,16.0,16.0,341,536,63.62,4038,28,13,0,5.2,2.43,93.8,34,231,6.0,7.53,7.49,6.64,252.4,6.0,10.0,0.0,1.0,2.0,56,207,3.7,4,12.9,0.0,24,0,0
2017,24,74,238.0,30.6,16.0,16.0,308,490,62.86,3324,22,13,4,4.5,2.65,86.6,32,185,6.1,6.78,6.49,5.74,207.8,9.0,7.0,0.0,0.0,4.0,57,357,6.26,6,22.3,0.0,36,0,0
1996,30,76,219.0,26.7,15.0,15.0,296,465,63.66,3126,12,13,0,2.6,2.8,80.1,18,120,3.7,6.72,5.98,5.51,208.4,10.0,5.0,0.0,2.0,2.0,35,42,1.2,1,2.8,0.0,6,1,0
2015,28,74,220.0,28.2,13.0,13.0,255,386,66.06,3250,25,7,0,6.5,1.81,106.2,20,118,4.9,8.42,8.9,8.17,250.0,10.0,3.0,0.0,3.0,3.0,57,142,2.49,3,10.9,0.0,18,0,0
2012,27,78,245.0,28.3,16.0,16.0,317,531,59.7,3817,22,10,2,4.1,1.88,87.7,35,227,6.2,7.19,7.17,6.33,238.6,10.0,6.0,0.0,3.0,3.0,32,22,0.69,3,1.4,0.0,18,0,0
2011,26,78,245.0,28.3,16.0,16.0,312,542,57.56,3610,20,12,1,3.7,2.21,80.9,31,203,5.4,6.66,6.4,5.7,225.6,12.0,4.0,0.0,2.0,3.0,39,88,2.26,1,5.5,0.0,6,0,0
1988,25,77,235.0,27.9,15.0,15.0,222,466,47.64,3240,13,35,2,2.8,7.51,48.8,33,292,6.6,6.95,4.13,3.27,216.0,5.0,10.0,0.0,2.0,3.0,28,138,4.93,1,9.2,0.0,6,0,0
2013,33,74,230.0,29.5,15.0,15.0,342,535,63.93,3828,31,10,0,5.8,1.87,96.7,35,272,6.1,7.16,7.47,6.54,255.2,8.0,7.0,0.0,2.0,4.0,20,38,1.9,0,2.5,0.0,0,0,0
2003,32,74,225.0,28.9,12.0,11.0,179,314,57.01,2138,11,13,2,3.5,4.14,72.4,19,126,5.7,6.81,5.65,4.95,178.2,7.0,4.0,0.0,2.0,3.0,34,88,2.59,3,7.3,0.0,18,0,0
1997,24,75,218.0,27.2,16.0,10.0,156,294,53.06,1740,11,9,2,3.7,3.06,70.7,19,171,6.1,5.92,5.29,4.42,108.8,7.0,2.0,1.0,1.0,3.0,15,2,0.13,0,0.1,0.0,0,0,0
2000,25,75,214.0,26.7,10.0,10.0,216,336,64.29,2688,19,4,0,5.7,1.19,102.9,17,139,4.8,8.0,8.6,7.79,268.8,7.0,3.0,0.0,0.0,1.0,29,102,3.52,1,10.2,0.0,6,1,0
2012,24,78,240.0,27.7,16.0,16.0,306,558,54.84,4065,27,17,3,4.8,3.05,81.6,26,161,4.5,7.28,6.88,6.3,254.1,7.0,9.0,0.0,1.0,1.0,39,139,3.56,0,8.7,0.0,0,0,0
2015,27,73,215.0,28.4,6.0,5.0,76,125,60.8,828,4,1,0,3.2,0.8,87.7,4,28,3.1,6.62,6.9,6.47,138.0,3.0,2.0,0.0,0.0,0.0,12,5,0.42,0,0.8,0.0,0,0,0
1993,32,77,224.0,26.6,16.0,16.0,288,473,60.89,3421,16,11,3,3.4,2.33,84.5,18,139,3.7,7.23,6.86,6.33,213.8,8.0,8.0,0.0,0.0,0.0,45,118,2.62,1,7.4,0.0,6,1,0
1997,29,77,231.0,27.4,8.0,6.0,130,250,52.0,1408,4,5,0,1.6,2.0,65.9,16,115,6.0,5.63,5.05,4.32,176.0,1.0,5.0,0.0,2.0,2.0,13,23,1.77,2,2.9,0.0,12,0,0
2010,27,75,231.0,28.9,15.0,15.0,261,432,60.42,3274,23,16,2,5.3,3.7,86.3,52,352,10.7,7.58,6.98,5.5,218.3,10.0,5.0,0.0,4.0,4.0,50,232,4.64,1,15.5,0.0,6,0,0
1988,26,76,231.0,28.1,9.0,6.0,114,208,54.81,1730,18,13,0,8.7,6.25,85.2,14,115,6.3,8.32,7.24,6.26,192.2,3.0,3.0,0.0,0.0,0.0,9,31,3.44,1,3.4,0.0,6,0,0
2005,37,77,235.0,27.9,15.0,9.0,184,294,62.59,1885,12,4,0,4.1,1.36,88.9,23,134,7.3,6.41,6.62,5.71,125.7,7.0,2.0,0.0,0.0,2.0,18,53,2.94,0,3.5,0.0,0,0,0
2000,28,76,225.0,27.4,11.0,8.0,134,226,59.29,1502,12,11,1,5.3,4.87,76.6,23,135,9.2,6.65,5.52,4.47,136.5,7.0,1.0,0.0,1.0,1.0,20,75,3.75,0,6.8,0.0,0,0,0
2009,25,76,213.0,25.9,11.0,10.0,225,372,60.48,2350,18,12,1,4.8,3.23,81.5,22,134,5.6,6.32,5.83,5.17,213.6,5.0,5.0,0.0,0.0,0.0,24,51,2.13,0,4.6,0.0,0,0,0
1993,21,77,238.0,28.2,13.0,12.0,214,429,49.88,2494,15,15,0,3.5,3.5,65.0,16,99,3.6,5.81,4.94,4.54,191.8,5.0,7.0,0.0,2.0,2.0,32,82,2.56,0,6.3,0.0,0,0,0
1994,29,74,212.0,27.2,13.0,10.0,173,317,54.57,2104,16,14,2,5.0,4.42,73.6,28,193,8.1,6.64,5.66,4.64,161.8,2.0,8.0,0.0,0.0,0.0,20,100,5.0,0,7.7,0.0,0,0,0
2009,27,77,240.0,28.5,15.0,15.0,337,506,66.6,4328,26,12,2,5.1,2.37,100.5,50,348,9.0,8.55,8.51,7.12,288.5,9.0,6.0,0.0,2.0,3.0,40,82,2.05,2,5.5,0.0,12,0,0
1994,32,75,205.0,25.6,7.0,2.0,51,76,67.11,507,2,1,0,2.6,1.32,89.1,5,39,6.2,6.67,6.61,5.72,72.4,0.0,2.0,0.0,0.0,0.0,1,7,7.0,0,1.0,0.0,0,0,0
1997,27,77,232.0,27.5,10.0,10.0,179,314,57.01,1943,11,6,0,3.5,1.91,79.1,19,150,5.7,6.19,6.03,5.23,194.3,8.0,2.0,0.0,2.0,3.0,30,168,5.6,1,16.8,0.0,6,0,0
2013,25,75,202.0,25.2,5.0,3.0,81,155,52.26,854,4,7,1,2.6,4.52,58.4,5,32,3.1,5.51,3.99,3.67,170.8,0.0,3.0,0.0,0.0,0.0,4,14,3.5,0,2.8,0.0,0,0,0
2010,26,75,218.0,27.2,7.0,5.0,115,189,60.85,1197,7,7,1,3.7,3.7,76.1,15,99,7.4,6.33,5.41,4.52,171.0,2.0,3.0,0.0,0.0,0.0,15,65,4.33,0,9.3,0.0,0,0,0
2005,35,73,215.0,28.4,16.0,15.0,262,454,57.71,3050,23,10,1,5.1,2.2,85.9,27,213,5.6,6.72,6.74,5.92,190.6,9.0,6.0,0.0,2.0,3.0,42,111,2.64,0,6.9,0.0,0,0,0
2001,29,74,219.0,28.1,16.0,15.0,313,581,53.87,3216,12,22,0,2.1,3.79,61.1,25,185,4.1,5.54,4.24,3.76,201.0,6.0,9.0,0.0,3.0,3.0,27,73,2.7,1,4.6,0.0,6,0,0
2006,25,77,220.0,26.1,16.0,16.0,301,522,57.66,3244,24,18,1,4.6,3.45,77.0,25,186,4.6,6.21,5.58,4.99,202.8,8.0,8.0,0.0,2.0,2.0,25,21,0.84,0,1.3,0.0,0,0,0
1987,26,75,225.0,28.1,3.0,2.0,15,31,48.39,154,1,1,0,3.2,3.23,60.4,7,43,18.4,4.97,4.16,2.26,51.3,1.0,1.0,0.0,0.0,0.0,5,21,4.2,0,7.0,0.0,0,0,0
2015,22,76,222.0,27.0,12.0,12.0,230,370,62.16,2818,19,10,2,5.1,2.7,91.5,38,258,9.3,7.62,7.43,6.1,234.8,3.0,9.0,0.0,2.0,2.0,34,252,7.41,2,21.0,0.0,18,0,0
1999,28,74,214.0,27.5,16.0,16.0,325,499,65.13,4353,41,13,0,8.2,2.61,109.2,29,201,5.5,8.72,9.19,8.31,272.1,13.0,3.0,0.0,0.0,0.0,23,92,4.0,1,5.8,0.0,6,1,1
2005,27,73,235.0,31.0,7.0,5.0,98,168,58.33,1117,4,1,0,2.4,0.6,83.9,8,45,4.5,6.65,6.86,6.29,159.6,4.0,1.0,0.0,2.0,2.0,31,172,5.55,3,24.6,1.0,20,0,0
1985,26,75,206.0,25.7,10.0,10.0,145,293,49.49,1843,11,15,1,3.8,5.12,60.7,39,291,11.7,6.29,4.74,3.3,184.3,3.0,7.0,0.0,1.0,1.0,18,7,0.39,0,0.7,0.0,0,0,0
2014,25,77,245.0,29.0,14.0,14.0,262,448,58.48,3127,18,12,1,4.0,2.68,82.1,38,300,7.8,6.98,6.58,5.45,223.4,5.0,8.0,1.0,3.0,2.0,103,539,5.23,5,38.5,0.0,30,0,0
1995,34,74,215.0,27.6,11.0,11.0,299,447,66.89,3200,20,11,0,4.5,2.46,92.3,25,115,5.3,7.16,6.95,6.33,290.9,8.0,3.0,0.0,0.0,0.0,50,250,5.0,3,22.7,0.0,18,1,0
1988,27,74,215.0,27.6,11.0,3.0,54,101,53.47,680,3,3,0,3.0,2.97,72.2,13,75,11.4,6.73,5.99,4.65,61.8,2.0,1.0,0.0,1.0,1.0,27,184,6.81,1,16.7,0.0,6,0,0
1993,30,75,215.0,26.9,15.0,15.0,200,325,61.54,2002,7,11,1,2.2,3.38,72.1,43,210,11.7,6.16,5.07,3.9,133.5,7.0,8.0,0.0,1.0,1.0,60,277,4.62,4,18.5,0.0,24,0,0
2015,27,71,215.0,30.0,16.0,16.0,329,483,68.12,4024,34,8,0,7.0,1.66,110.1,45,265,8.5,8.33,8.99,7.73,251.5,10.0,6.0,0.0,2.0,2.0,103,553,5.37,1,34.6,0.0,6,1,0
1998,24,74,216.0,27.7,12.0,12.0,173,303,57.1,2178,11,6,1,3.6,1.98,83.5,37,222,10.9,7.19,7.02,5.61,181.5,5.0,7.0,0.0,2.0,2.0,41,229,5.59,1,19.1,0.0,6,0,0
2008,32,74,240.0,30.8,16.0,16.0,345,571,60.42,3916,23,11,0,4.0,1.93,86.4,23,149,3.9,6.86,6.8,6.28,244.8,9.0,6.0,1.0,2.0,1.0,39,147,3.77,2,9.2,0.0,12,0,0
2004,25,75,212.0,26.5,16.0,16.0,285,466,61.16,3531,16,14,1,3.4,3.0,83.5,49,301,9.5,7.58,6.91,5.67,220.7,7.0,9.0,0.0,1.0,1.0,73,299,4.1,0,18.7,0.0,0,0,0
1995,22,74,230.0,29.5,4.0,2.0,41,80,51.25,569,3,1,0,3.8,1.25,81.7,6,63,7.0,7.11,7.3,6.06,142.3,2.0,0.0,0.0,0.0,0.0,11,38,3.45,0,9.5,0.0,0,0,0
2002,39,77,235.0,27.9,5.0,4.0,54,83,65.06,499,3,3,1,3.6,3.61,78.3,9,62,9.8,6.01,5.11,3.93,99.8,1.0,3.0,0.0,1.0,0.0,2,23,11.5,0,4.6,0.0,0,0,0
2014,26,71,215.0,30.0,16.0,16.0,285,452,63.05,3475,20,7,0,4.4,1.55,95.0,42,242,8.5,7.69,7.88,6.72,217.2,12.0,4.0,0.0,1.0,4.0,118,849,7.19,6,53.1,0.0,36,0,0
2013,34,72,209.0,28.3,16.0,16.0,446,650,68.62,5162,39,12,1,6.0,1.85,104.7,37,244,5.4,7.94,8.31,7.51,322.6,11.0,5.0,0.0,2.0,2.0,35,52,1.49,3,3.3,0.0,18,1,0
2017,24,74,215.0,27.6,7.0,5.0,123,224,54.91,1430,4,6,1,1.8,2.68,69.2,19,141,7.8,6.38,5.54,4.52,204.3,1.0,4.0,0.0,0.0,0.0,26,136,5.23,3,19.4,0.0,18,0,0
2003,30,74,230.0,29.5,14.0,14.0,250,400,62.5,3215,24,7,2,6.0,1.75,100.4,19,108,4.5,8.04,8.45,7.81,229.6,10.0,4.0,0.0,1.0,1.0,38,138,3.63,4,9.9,1.0,26,1,0
2014,32,74,228.0,29.3,12.0,12.0,197,312,63.14,2483,17,8,0,5.4,2.56,95.3,21,83,6.3,7.96,7.89,7.15,206.9,6.0,6.0,0.0,0.0,0.0,50,184,3.68,2,15.3,0.0,12,0,0
2014,31,74,225.0,28.9,16.0,16.0,341,520,65.58,4381,38,5,0,7.3,0.96,112.2,28,174,5.1,8.43,9.45,8.65,273.8,12.0,4.0,0.0,1.0,1.0,43,269,6.26,2,16.8,0.0,12,1,1
2007,37,73,200.0,26.4,13.0,13.0,209,327,63.91,2440,13,4,1,4.0,1.22,94.6,19,104,5.5,7.46,7.71,6.98,187.7,8.0,5.0,0.0,0.0,1.0,35,116,3.31,1,8.9,0.0,6,1,0
1997,26,75,230.0,28.7,7.0,4.0,78,161,48.45,1024,6,10,0,3.7,6.21,55.5,6,36,3.6,6.36,4.31,3.94,146.3,2.0,2.0,0.0,0.0,2.0,14,43,3.07,0,6.1,0.0,0,0,0
1985,25,76,215.0,26.2,6.0,6.0,97,181,53.59,1208,5,4,0,2.8,2.21,74.6,17,150,8.6,6.67,6.23,4.94,201.3,2.0,4.0,0.0,0.0,1.0,12,26,2.17,0,4.3,0.0,6,0,0
2015,36,72,209.0,28.3,15.0,15.0,428,627,68.26,4870,32,11,2,5.1,1.75,101.0,31,235,4.7,7.77,8.0,7.26,324.7,7.0,8.0,0.0,1.0,2.0,24,14,0.58,1,0.9,0.0,6,0,0
2003,24,72,209.0,28.3,11.0,11.0,205,356,57.58,2108,11,15,1,3.1,4.21,67.5,21,178,5.6,5.92,4.64,3.91,191.6,2.0,9.0,0.0,0.0,1.0,21,84,4.0,0,7.6,0.0,6,0,0
2015,28,76,225.0,27.4,9.0,8.0,144,244,59.02,1615,6,5,2,2.5,2.05,78.5,28,166,10.3,6.62,6.19,4.94,179.4,2.0,6.0,0.0,0.0,0.0,45,256,5.69,1,28.4,0.0,6,0,0
2002,23,75,212.0,26.5,16.0,16.0,233,444,52.48,2592,9,15,1,2.0,3.38,62.8,76,411,14.6,5.84,4.72,3.24,162.0,4.0,12.0,0.0,2.0,3.0,59,282,4.78,3,17.6,0.0,18,0,0
2002,31,76,220.0,26.8,15.0,11.0,234,377,62.07,2836,20,16,2,5.3,4.24,85.2,26,148,6.5,7.52,6.67,5.88,189.1,7.0,3.0,1.0,2.0,2.0,19,43,2.26,0,2.9,0.0,0,0,0
1991,27,73,200.0,26.4,13.0,8.0,136,265,51.32,1635,11,8,1,4.2,3.02,71.8,14,74,5.0,6.17,5.64,5.09,125.8,6.0,2.0,0.0,3.0,3.0,35,26,0.74,1,2.0,0.0,6,0,0
2008,25,77,232.0,27.5,3.0,1.0,22,36,61.11,219,1,2,0,2.8,5.56,64.5,3,13,7.7,6.08,4.14,3.49,73.0,1.0,0.0,0.0,0.0,0.0,8,27,3.38,0,9.0,0.0,0,0,0
2017,26,74,225.0,28.9,6.0,5.0,120,178,67.42,1560,7,5,0,3.9,2.81,96.2,8,57,4.3,8.76,8.29,7.62,260.0,5.0,0.0,0.0,2.0,2.0,15,11,0.73,1,1.8,0.0,6,0,0
2000,24,73,211.0,27.8,4.0,2.0,22,53,41.51,237,0,3,1,0.0,5.66,31.7,12,92,18.5,4.47,1.92,0.15,59.3,0.0,2.0,0.0,0.0,0.0,12,36,3.0,0,9.0,0.0,0,0,0
2007,31,75,230.0,28.7,9.0,8.0,179,260,68.85,1765,10,9,2,3.8,3.46,86.1,26,178,9.1,6.79,6.0,4.83,196.1,1.0,7.0,0.0,0.0,0.0,20,32,1.6,1,3.6,0.0,6,0,0
1994,26,78,240.0,27.7,9.0,9.0,119,246,48.37,1456,10,11,1,4.1,4.47,62.0,12,63,4.7,5.92,4.72,4.26,161.8,4.0,5.0,0.0,1.0,3.0,15,24,1.6,1,2.7,0.0,6,0,0
1995,35,75,215.0,26.9,16.0,16.0,316,542,58.3,3970,26,14,0,4.8,2.58,86.4,22,180,3.9,7.32,7.12,6.52,248.1,8.0,8.0,0.0,1.0,3.0,41,176,4.29,1,11.0,1.0,8,0,0
1985,26,75,215.0,26.9,16.0,16.0,265,471,56.26,3214,18,12,0,3.8,2.55,79.5,61,442,11.5,6.82,6.44,4.87,200.9,5.0,11.0,0.0,1.0,1.0,32,125,3.91,0,7.8,0.0,0,0,0
1986,28,76,223.0,27.1,14.0,14.0,216,425,50.82,2444,15,18,1,3.5,4.24,62.5,13,97,3.0,5.75,4.55,4.19,174.6,6.0,8.0,0.0,0.0,2.0,31,107,3.45,5,7.6,0.0,30,0,0
2000,30,73,200.0,26.4,16.0,16.0,355,561,63.28,4278,31,10,2,5.5,1.78,97.6,24,155,4.1,7.63,7.93,7.34,267.4,6.0,10.0,0.0,0.0,0.0,72,414,5.75,4,25.9,0.0,24,1,0
2008,31,76,260.0,31.6,5.0,5.0,60,115,52.17,786,4,6,2,3.5,5.22,63.9,14,95,10.9,6.83,5.18,3.88,157.2,0.0,5.0,0.0,0.0,0.0,12,25,2.08,1,5.0,0.0,6,0,0
1985,25,74,196.0,25.2,5.0,2.0,56,100,56.0,572,2,2,0,2.0,2.0,70.9,8,50,7.4,5.72,5.22,4.37,114.4,1.0,1.0,0.0,1.0,1.0,15,95,6.33,0,19.0,0.0,0,0,0
1990,24,73,217.0,28.6,15.0,14.0,216,410,52.68,2574,16,16,1,3.9,3.9,68.9,19,150,4.4,6.28,5.3,4.72,171.6,6.0,8.0,0.0,0.0,0.0,14,22,1.57,0,1.5,0.0,0,0,0
2007,28,77,235.0,27.9,16.0,16.0,373,575,64.87,4131,26,20,3,4.5,3.48,86.7,17,119,2.9,7.18,6.52,6.14,258.2,7.0,9.0,0.0,2.0,2.0,24,10,0.42,0,0.6,0.0,0,0,0
1985,25,75,215.0,26.9,16.0,16.0,327,605,54.05,3891,22,23,2,3.6,3.8,70.2,38,307,5.9,6.43,5.45,4.65,243.2,11.0,5.0,0.0,6.0,6.0,51,253,4.96,0,15.8,0.0,0,0,0
2001,30,74,225.0,28.9,16.0,16.0,273,450,60.67,3290,20,19,3,4.4,4.22,80.3,27,178,5.7,7.31,6.3,5.57,205.6,11.0,5.0,0.0,4.0,4.0,73,321,4.4,4,20.1,0.0,24,0,0
2003,35,77,235.0,27.9,16.0,16.0,354,570,62.11,3811,26,21,4,4.6,3.68,81.5,20,111,3.4,6.69,5.94,5.55,238.2,7.0,9.0,0.0,0.0,0.0,25,33,1.32,0,2.1,0.0,0,0,0
1988,30,73,193.0,25.5,9.0,9.0,134,228,58.77,1741,18,8,1,7.9,3.51,94.6,12,92,5.0,7.64,7.64,6.87,193.4,6.0,3.0,0.0,2.0,2.0,24,64,2.67,0,7.1,0.0,0,1,0
1998,32,73,217.0,28.6,7.0,4.0,110,199,55.28,1427,8,4,2,4.0,2.01,83.1,11,88,5.2,7.17,7.07,6.28,203.9,1.0,3.0,0.0,0.0,0.0,11,43,3.91,0,6.1,0.0,0,0,0
2007,25,77,240.0,28.5,15.0,15.0,264,404,65.35,3154,32,11,0,7.9,2.72,104.1,47,347,10.4,7.81,8.17,6.55,210.3,10.0,5.0,0.0,1.0,2.0,35,204,5.83,2,13.6,0.0,12,1,0
2013,25,71,215.0,30.0,16.0,16.0,257,407,63.14,3357,26,9,0,6.4,2.21,101.2,44,272,9.8,8.25,8.53,7.1,209.8,13.0,3.0,0.0,3.0,4.0,96,539,5.61,1,33.7,0.0,6,1,0
1990,26,74,197.0,25.3,9.0,8.0,150,264,56.82,1925,10,12,2,3.8,4.55,73.5,32,178,10.8,7.29,6.0,4.75,213.9,4.0,4.0,0.0,1.0,1.0,29,186,6.41,1,20.7,0.0,6,0,0
1987,24,77,235.0,27.9,6.0,4.0,71,165,43.03,1081,5,6,0,3.0,3.64,60.2,18,140,9.8,6.55,5.52,4.21,180.2,0.0,4.0,0.0,0.0,0.0,13,50,3.85,1,8.3,0.0,6,0,0
1985,24,75,225.0,28.1,12.0,6.0,86,172,50.0,1190,6,14,0,3.5,8.14,50.3,15,112,8.0,6.92,3.95,3.04,99.2,3.0,3.0,0.0,0.0,0.0,17,97,5.71,0,8.1,0.0,0,0,0
1998,26,73,214.0,28.2,10.0,4.0,107,181,59.12,1312,4,3,0,2.2,1.66,82.0,18,138,9.0,7.25,6.94,5.62,131.2,1.0,3.0,0.0,0.0,0.0,11,17,1.55,0,1.7,0.0,0,0,0
1985,24,74,215.0,27.6,5.0,5.0,72,138,52.17,935,3,8,0,2.2,5.8,56.9,21,158,13.2,6.78,4.6,3.0,187.0,1.0,4.0,0.0,1.0,1.0,40,233,5.83,1,46.6,0.0,6,0,0
1996,26,77,230.0,27.3,16.0,16.0,214,398,53.77,2412,12,20,1,3.0,5.03,61.3,49,276,11.0,6.06,4.4,3.3,150.8,6.0,10.0,0.0,0.0,0.0,50,170,3.4,0,10.6,0.0,0,0,0
1991,24,76,218.0,26.5,16.0,16.0,292,485,60.21,2910,10,12,1,2.1,2.47,73.8,56,481,10.4,6.0,5.3,3.86,181.9,1.0,15.0,0.0,0.0,0.0,16,36,2.25,0,2.3,0.0,0,0,0
1989,27,75,205.0,25.6,14.0,14.0,187,342,54.68,2365,9,10,1,2.6,2.92,73.1,45,452,11.6,6.92,6.13,4.25,168.9,8.0,6.0,0.0,1.0,1.0,27,25,0.93,0,1.8,0.0,0,0,0
2001,25,74,240.0,30.8,16.0,16.0,285,493,57.81,3233,25,12,0,5.1,2.43,84.3,39,273,7.3,6.56,6.48,5.49,202.1,11.0,5.0,0.0,2.0,2.0,82,482,5.88,2,30.1,0.0,12,1,0
1985,24,76,215.0,26.2,9.0,5.0,112,209,53.59,1458,5,5,0,2.4,2.39,73.8,15,114,6.7,6.98,6.38,5.44,162.0,4.0,1.0,0.0,3.0,3.0,17,30,1.76,0,3.3,0.0,0,0,0
2005,23,77,240.0,28.5,12.0,12.0,168,268,62.69,2385,17,9,0,6.3,3.36,98.6,23,129,7.9,8.9,8.66,7.53,198.8,9.0,3.0,0.0,2.0,2.0,31,69,2.23,3,5.8,0.0,18,0,0
2007,30,75,208.0,26.0,12.0,12.0,221,378,58.47,2392,11,15,3,2.9,3.97,70.3,37,269,8.9,6.33,5.12,4.02,199.3,2.0,10.0,0.0,0.0,0.0,9,13,1.44,0,1.1,0.0,0,0,0
2005,31,74,212.0,27.2,16.0,16.0,277,456,60.75,3366,18,7,0,3.9,1.54,90.2,22,135,4.6,7.38,7.48,6.85,210.4,13.0,3.0,0.0,1.0,2.0,46,151,3.28,2,9.4,0.0,12,1,0
1986,24,75,227.0,28.4,12.0,11.0,204,417,48.92,2225,8,18,1,1.9,4.32,53.5,29,213,6.5,5.34,3.78,3.05,185.4,0.0,11.0,0.0,0.0,0.0,13,21,1.62,1,1.8,0.0,6,0,0
2005,26,77,235.0,27.9,16.0,16.0,345,509,67.78,3836,32,12,1,6.3,2.36,101.1,19,105,3.6,7.54,7.73,7.26,239.8,11.0,5.0,0.0,1.0,3.0,34,41,1.21,1,2.6,0.0,6,1,0
2017,28,78,243.0,28.1,7.0,3.0,57,101,56.44,537,5,2,0,5.0,1.98,79.5,5,44,4.7,5.32,5.42,4.75,76.7,2.0,1.0,0.0,1.0,2.0,11,3,0.27,0,0.4,0.0,0,0,0
2001,31,75,217.0,27.1,16.0,16.0,296,523,56.6,3783,17,24,1,3.3,4.59,71.1,39,198,6.9,7.23,5.82,5.06,236.4,6.0,10.0,0.0,2.0,3.0,35,158,4.51,0,9.9,1.0,2,0,0
2013,23,75,221.0,27.6,16.0,16.0,247,443,55.76,3046,12,21,5,2.7,4.74,66.5,43,315,8.8,6.88,5.28,4.17,190.4,8.0,8.0,0.0,2.0,5.0,72,366,5.08,6,22.9,0.0,36,0,0
2017,26,75,210.0,26.2,15.0,15.0,323,515,62.72,3496,22,13,0,4.3,2.52,86.4,20,101,3.7,6.79,6.51,6.07,233.1,6.0,9.0,0.0,1.0,1.0,23,66,2.87,0,4.4,0.0,0,1,0
1998,36,70,180.0,25.8,13.0,10.0,202,354,57.06,2711,20,11,0,5.6,3.11,87.4,12,78,3.3,7.66,7.39,6.93,208.5,7.0,3.0,0.0,2.0,2.0,48,248,5.17,1,19.1,0.0,6,1,0
2004,29,74,215.0,27.6,16.0,16.0,310,533,58.16,3886,29,15,3,5.4,2.81,87.3,33,246,5.8,7.29,7.11,6.26,242.9,7.0,9.0,0.0,2.0,3.0,25,71,2.84,1,4.4,0.0,6,0,0
1999,24,75,220.0,27.5,7.0,4.0,80,153,52.29,805,2,6,0,1.3,3.92,55.6,19,110,11.0,5.26,3.76,2.7,115.0,1.0,3.0,0.0,1.0,1.0,19,114,6.0,1,16.3,0.0,6,0,0
2016,23,76,222.0,27.0,15.0,15.0,276,451,61.2,3426,26,9,2,5.8,2.0,95.6,23,156,4.9,7.6,7.85,7.14,228.4,8.0,7.0,0.0,2.0,2.0,60,349,5.82,2,23.3,0.0,12,0,0
1993,26,76,214.0,26.0,12.0,6.0,128,238,53.78,1402,6,4,0,2.5,1.68,72.8,14,98,5.6,5.89,5.64,4.94,116.8,2.0,4.0,0.0,2.0,2.0,10,3,0.3,0,0.3,0.0,0,0,0
2014,34,74,230.0,29.5,15.0,15.0,304,435,69.89,3705,34,9,1,7.8,2.07,113.2,29,215,6.3,8.52,9.15,8.11,247.0,12.0,3.0,0.0,3.0,4.0,26,61,2.35,0,4.1,0.0,0,1,0
2009,33,74,240.0,30.8,14.0,14.0,267,443,60.27,3553,22,10,0,5.0,2.26,92.9,35,264,7.3,8.02,8.0,6.86,253.8,10.0,4.0,0.0,2.0,3.0,37,140,3.78,2,10.0,0.0,12,1,0
2005,25,72,210.0,28.5,15.0,15.0,214,387,55.3,2412,15,13,0,3.9,3.36,73.1,33,201,7.9,6.23,5.5,4.59,160.8,8.0,7.0,0.0,0.0,1.0,102,597,5.85,6,39.8,0.0,36,1,0
2008,30,73,235.0,31.0,16.0,16.0,335,535,62.62,3620,15,13,1,2.8,2.43,81.7,42,288,7.3,6.77,6.23,5.28,226.3,5.0,11.0,0.0,3.0,3.0,73,322,4.41,2,20.1,0.0,12,0,0
1990,23,76,214.0,26.0,1.0,1.0,11,22,50.0,98,1,1,0,4.5,4.55,58.5,1,7,4.3,4.45,3.32,2.87,98.0,0.0,1.0,0.0,0.0,0.0,1,3,3.0,0,3.0,0.0,0,0,0
